Geohash,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Latitude,Longitude,City,County,State,Country,ISO_3166_2,SeverityScore,IncidentsTotal,UpdateDate,Version
dpz2y4x,43.73932,-79.5314,43.74069,-79.53003,43.74038,-79.53049,Toronto,,Ontario,Canada,CA-ON,0.0371,11,2019-02-02,5.0
dpz8g4v,43.74069,-79.31442,43.74207,-79.31305,43.74153,-79.31389,Toronto,,Ontario,Canada,CA-ON,0.0214,13,2019-02-02,5.0
dpz8cng,43.76266,-79.40506,43.76404,-79.40369,43.76308,-79.4044,Toronto,,Ontario,Canada,CA-ON,0.114,13,2019-02-02,5.0
dpz8g9r,43.73245,-79.2897,43.73383,-79.28833,43.73302,-79.28958,Toronto,,Ontario,Canada,CA-ON,0.0657,14,2019-02-02,5.0
dpz8g81,43.72559,-79.29794,43.72696,-79.29657,43.7258,-79.29741,Toronto,,Ontario,Canada,CA-ON,0.0455,17,2019-02-02,5.0
dpz8utr,43.75443,-79.24576,43.7558,-79.24438,43.75493,-79.24516,Toronto,,Ontario,Canada,CA-ON,0.0582,17,2019-02-02,5.0
dpz89vw,43.71185,-79.36798,43.71323,-79.36661,43.71309,-79.36721,Toronto,,Ontario,Canada,CA-ON,0.1156,22,2019-02-02,5.0
dpz8byq,43.75992,-79.41193,43.76129,-79.41055,43.76077,-79.4108,Toronto,,Ontario,Canada,CA-ON,0.0243,25,2019-02-02,5.0
dpz2x3x,43.68988,-79.47647,43.69125,-79.4751,43.69036,-79.47542,Toronto,,Ontario,Canada,CA-ON,0.0219,26,2019-02-02,5.0
dpz9jgs,43.78876,-79.19495,43.79013,-79.19357,43.78929,-79.19426,Toronto,,Ontario,Canada,CA-ON,0.1104,88,2019-02-02,5.0
dpz9hx9,43.81073,-79.254,43.8121,-79.25262,43.81094,-79.25296,Toronto,,Ontario,Canada,CA-ON,0.148,43,2019-02-02,5.0
dpz8erv,43.72421,-79.30344,43.72559,-79.30206,43.72485,-79.30271,Toronto,,Ontario,Canada,CA-ON,0.0654,41,2019-02-02,5.0
dpz2zjt,43.7558,-79.4902,43.75717,-79.48883,43.7565,-79.48921,Toronto,,Ontario,Canada,CA-ON,0.0933,35,2019-02-02,5.0
dpz9kbn,43.81348,-79.23615,43.81485,-79.23477,43.81453,-79.23595,Toronto,,Ontario,Canada,CA-ON,0.013,3,2019-02-02,5.0
dpz2ry8,43.6734,-79.46411,43.67477,-79.46274,43.67348,-79.4632,Toronto,,Ontario,Canada,CA-ON,0.022,3,2019-02-02,5.0
dpz82cq,43.64456,-79.41193,43.64594,-79.41055,43.64582,-79.4108,Toronto,,Ontario,Canada,CA-ON,0.0175,3,2019-02-02,5.0
dpz2tx7,43.72147,-79.55887,43.72284,-79.5575,43.72221,-79.55836,Toronto,,Ontario,Canada,CA-ON,0.015,3,2019-02-02,5.0
dpz2m3k,43.64456,-79.56848,43.64594,-79.56711,43.64502,-79.56739,Toronto,,Ontario,Canada,CA-ON,0.0369,3,2019-02-02,5.0
dpz881e,43.68988,-79.44901,43.69125,-79.44763,43.69047,-79.4481,Toronto,,Ontario,Canada,CA-ON,0.0081,3,2019-02-02,5.0
dpz8gzu,43.76816,-79.28284,43.76953,-79.28146,43.76889,-79.28195,Toronto,,Ontario,Canada,CA-ON,0.0115,3,2019-02-02,5.0
dpz97fu,43.82858,-79.28284,43.82996,-79.28146,43.82936,-79.28244,Toronto,,Ontario,Canada,CA-ON,0.0168,3,2019-02-02,5.0
dpz3p89,43.77228,-79.47372,43.77365,-79.47235,43.77296,-79.47273,Toronto,,Ontario,Canada,CA-ON,0.0154,3,2019-02-02,5.0
dpz86g8,43.65692,-79.33228,43.65829,-79.3309,43.65781,-79.33126,Toronto,,Ontario,Canada,CA-ON,0.0084,3,2019-02-02,5.0
dpz9hq1,43.80249,-79.26498,43.80386,-79.26361,43.80315,-79.26449,Toronto,,Ontario,Canada,CA-ON,0.0095,3,2019-02-02,5.0
dpz2xyw,43.71735,-79.45587,43.71872,-79.4545,43.71822,-79.45542,Toronto,,Ontario,Canada,CA-ON,0.0277,3,2019-02-02,5.0
dpz8ecg,43.69125,-79.28421,43.69263,-79.28284,43.69227,-79.28332,Toronto,,Ontario,Canada,CA-ON,0.0123,4,2019-02-02,5.0
dpz8ypb,43.76816,-79.18945,43.76953,-79.18808,43.76823,-79.18913,Toronto,,Ontario,Canada,CA-ON,0.006,4,2019-02-02,5.0
dpz962p,43.81348,-79.34464,43.81485,-79.34326,43.81474,-79.34463,Toronto,,Ontario,Canada,CA-ON,0.0401,4,2019-02-02,5.0
dpz3p6d,43.78326,-79.48334,43.78464,-79.48196,43.78424,-79.48264,Toronto,,Ontario,Canada,CA-ON,0.0078,4,2019-02-02,5.0
dpz8dbn,43.68164,-79.32404,43.68301,-79.32266,43.68251,-79.32323,Toronto,,Ontario,Canada,CA-ON,0.0125,4,2019-02-02,5.0
dpz81pw,43.63495,-79.40094,43.63632,-79.39957,43.63621,-79.40027,Toronto,,Ontario,Canada,CA-ON,0.0407,5,2019-02-02,5.0
dpz83dq,43.65005,-79.37897,43.65143,-79.37759,43.65067,-79.3788,Toronto,,Ontario,Canada,CA-ON,0.0309,5,2019-02-02,5.0
dpz86z8,43.67889,-79.33228,43.68027,-79.3309,43.67956,-79.33156,Toronto,,Ontario,Canada,CA-ON,0.0578,5,2019-02-02,5.0
dpz9k30,43.81897,-79.26636,43.82034,-79.26498,43.81919,-79.26594,Toronto,,Ontario,Canada,CA-ON,0.0578,5,2019-02-02,5.0
dpz8b0b,43.72971,-79.45313,43.73108,-79.45175,43.73008,-79.4529,Toronto,,Ontario,Canada,CA-ON,0.0133,7,2019-02-02,5.0
dpz2xf1,43.69263,-79.46274,43.694,-79.46136,43.69318,-79.46217,Toronto,,Ontario,Canada,CA-ON,0.0173,7,2019-02-02,5.0
dpz8327,43.63907,-79.39407,43.64044,-79.3927,43.63997,-79.393,Toronto,,Ontario,Canada,CA-ON,0.0229,8,2019-02-02,5.0
dpz8br1,43.76404,-79.44077,43.76541,-79.43939,43.76488,-79.4407,Toronto,,Ontario,Canada,CA-ON,0.051,8,2019-02-02,5.0
dpz2qhy,43.66379,-79.53278,43.66516,-79.5314,43.66393,-79.53179,Toronto,,Ontario,Canada,CA-ON,0.0571,10,2019-02-02,5.0
dpz8dxj,43.72009,-79.3364,43.72147,-79.33502,43.7213,-79.33611,Toronto,,Ontario,Canada,CA-ON,0.1072,12,2019-02-02,5.0
dpz2yjj,43.75305,-79.53415,43.75443,-79.53278,43.75386,-79.53324,Toronto,,Ontario,Canada,CA-ON,0.0209,12,2019-02-02,5.0
dpz8v4g,43.74069,-79.22928,43.74207,-79.22791,43.74085,-79.229,Toronto,,Ontario,Canada,CA-ON,0.0857,13,2019-02-02,5.0
dpz2tu1,43.70361,-79.55063,43.70499,-79.54926,43.70428,-79.55001,Toronto,,Ontario,Canada,CA-ON,0.0521,14,2019-02-02,5.0
dpz832e,43.64044,-79.39407,43.64182,-79.3927,43.6409,-79.39327,Toronto,,Ontario,Canada,CA-ON,0.0309,15,2019-02-02,5.0
dpz86td,43.66791,-79.34052,43.66928,-79.33914,43.66865,-79.33982,Toronto,,Ontario,Canada,CA-ON,0.0446,16,2019-02-02,5.0
dpz2yrr,43.76541,-79.52042,43.76678,-79.51904,43.76586,-79.51966,Toronto,,Ontario,Canada,CA-ON,0.1941,122,2019-02-02,5.0
dpz91wd,43.80524,-79.38446,43.80661,-79.38309,43.80595,-79.38438,Toronto,,Ontario,Canada,CA-ON,0.0105,3,2019-02-02,5.0
dpz2n92,43.60062,-79.51904,43.60199,-79.51767,43.60147,-79.51831,Toronto,,Ontario,Canada,CA-ON,0.0091,3,2019-02-02,5.0
dpz8eth,43.70911,-79.29382,43.71048,-79.29245,43.70944,-79.29298,Toronto,,Ontario,Canada,CA-ON,0.0312,3,2019-02-02,5.0
dpz2rfg,43.6528,-79.45999,43.65417,-79.45862,43.65376,-79.4595,Toronto,,Ontario,Canada,CA-ON,0.0182,3,2019-02-02,5.0
dpz2jrx,43.63495,-79.56436,43.63632,-79.56299,43.63532,-79.56363,Toronto,,Ontario,Canada,CA-ON,0.0114,3,2019-02-02,5.0
dpz8cxu,43.76816,-79.38171,43.76953,-79.38034,43.76835,-79.3809,Toronto,,Ontario,Canada,CA-ON,0.0105,3,2019-02-02,5.0
dpz2nx2,43.63358,-79.51904,43.63495,-79.51767,43.63396,-79.51889,Toronto,,Ontario,Canada,CA-ON,0.0068,3,2019-02-02,5.0
dpz894z,43.69675,-79.39957,43.69812,-79.39819,43.69792,-79.3983,Toronto,,Ontario,Canada,CA-ON,0.0102,3,2019-02-02,5.0
dpz2t1k,43.68851,-79.57947,43.68988,-79.57809,43.68965,-79.57903,Toronto,,Ontario,Canada,CA-ON,0.0238,3,2019-02-02,5.0
dpz95fx,43.78326,-79.27872,43.78464,-79.27734,43.78436,-79.27802,Toronto,,Ontario,Canada,CA-ON,0.0674,3,2019-02-02,5.0
dpz9n10,43.77502,-79.18945,43.7764,-79.18808,43.77562,-79.18897,Toronto,,Ontario,Canada,CA-ON,0.048,3,2019-02-02,5.0
dpz8395,43.64319,-79.38309,43.64456,-79.38171,43.64435,-79.38215,Toronto,,Ontario,Canada,CA-ON,0.0548,4,2019-02-02,5.0
dpz2ttr,43.71048,-79.55338,43.71185,-79.552,43.71105,-79.55313,Toronto,,Ontario,Canada,CA-ON,0.0292,4,2019-02-02,5.0
dpz2jgm,43.6116,-79.54514,43.61298,-79.54376,43.61176,-79.54453,Toronto,,Ontario,Canada,CA-ON,0.0081,4,2019-02-02,5.0
dpz8gk6,43.74893,-79.30756,43.75031,-79.30618,43.74931,-79.30705,Toronto,,Ontario,Canada,CA-ON,0.0269,5,2019-02-02,5.0
dpz8ut7,43.75443,-79.25125,43.7558,-79.24988,43.75447,-79.2508,Toronto,,Ontario,Canada,CA-ON,0.0379,5,2019-02-02,5.0
dpz909t,43.77777,-79.42429,43.77914,-79.42291,43.77801,-79.42331,Toronto,,Ontario,Canada,CA-ON,0.0184,5,2019-02-02,5.0
dpz9kuz,43.83957,-79.23477,43.84094,-79.2334,43.84051,-79.23449,Toronto,,Ontario,Canada,CA-ON,0.0578,5,2019-02-02,5.0
dpz83dg,43.6528,-79.38309,43.65417,-79.38171,43.65347,-79.38283,Toronto,,Ontario,Canada,CA-ON,0.0424,6,2019-02-02,5.0
dpz88nj,43.7146,-79.44626,43.71597,-79.44489,43.71581,-79.44557,Toronto,,Ontario,Canada,CA-ON,0.0159,6,2019-02-02,5.0
dpz890v,43.68576,-79.40231,43.68713,-79.40094,43.68661,-79.40145,Toronto,,Ontario,Canada,CA-ON,0.0146,6,2019-02-02,5.0
dpz89db,43.69675,-79.38721,43.69812,-79.38583,43.69764,-79.38623,Toronto,,Ontario,Canada,CA-ON,0.0246,6,2019-02-02,5.0
dpz8e53,43.69949,-79.31992,43.70087,-79.31854,43.70005,-79.31924,Toronto,,Ontario,Canada,CA-ON,0.015,8,2019-02-02,5.0
dpz2nx0,43.6322,-79.51904,43.63358,-79.51767,43.63277,-79.51866,Toronto,,Ontario,Canada,CA-ON,0.017,8,2019-02-02,5.0
dpz8sq7,43.71597,-79.26224,43.71735,-79.26086,43.7166,-79.26138,Toronto,,Ontario,Canada,CA-ON,0.0251,8,2019-02-02,5.0
dpz2v3z,43.7352,-79.56436,43.73657,-79.56299,43.73627,-79.56329,Toronto,,Ontario,Canada,CA-ON,0.0278,8,2019-02-02,5.0
dpz2xhw,43.70636,-79.48883,43.70773,-79.48746,43.7064,-79.48781,Toronto,,Ontario,Canada,CA-ON,0.0366,8,2019-02-02,5.0
dpz839z,43.64731,-79.37759,43.64868,-79.37622,43.64793,-79.37723,Toronto,,Ontario,Canada,CA-ON,0.0256,9,2019-02-02,5.0
dpz825e,43.65692,-79.44901,43.65829,-79.44763,43.65714,-79.44849,Toronto,,Ontario,Canada,CA-ON,0.0308,9,2019-02-02,5.0
dpz90c8,43.77777,-79.42017,43.77914,-79.41879,43.77884,-79.41962,Toronto,,Ontario,Canada,CA-ON,0.0422,9,2019-02-02,5.0
dpz832g,43.64182,-79.39407,43.64319,-79.3927,43.64267,-79.39362,Toronto,,Ontario,Canada,CA-ON,0.0217,10,2019-02-02,5.0
dpz95t7,43.79837,-79.2952,43.79974,-79.29382,43.79869,-79.29488,Toronto,,Ontario,Canada,CA-ON,0.0811,11,2019-02-02,5.0
dpz3p8t,43.77228,-79.46823,43.77365,-79.46686,43.77249,-79.46774,Toronto,,Ontario,Canada,CA-ON,0.0384,13,2019-02-02,5.0
dpz8ukf,43.75168,-79.26361,43.75305,-79.26224,43.75212,-79.26295,Toronto,,Ontario,Canada,CA-ON,0.1166,17,2019-02-02,5.0
dpz973p,43.81897,-79.30069,43.82034,-79.29932,43.81958,-79.29989,Toronto,,Ontario,Canada,CA-ON,0.3419,18,2019-02-02,5.0
dpz2n6q,43.60611,-79.52179,43.60748,-79.52042,43.60699,-79.52074,Toronto,,Ontario,Canada,CA-ON,0.0162,20,2019-02-02,5.0
dpz8ewu,43.71872,-79.29382,43.72009,-79.29245,43.7198,-79.29286,Toronto,,Ontario,Canada,CA-ON,0.3519,38,2019-02-02,5.0
dpz8954,43.69812,-79.40643,43.69949,-79.40506,43.69869,-79.40604,Toronto,,Ontario,Canada,CA-ON,0.0413,31,2019-02-02,5.0
dpz2yj6,43.75443,-79.53827,43.7558,-79.5369,43.75484,-79.53709,Toronto,,Ontario,Canada,CA-ON,0.2689,202,2019-02-02,5.0
dpz8dxh,43.72009,-79.33777,43.72147,-79.3364,43.72134,-79.33665,Toronto,,Ontario,Canada,CA-ON,0.0835,57,2019-02-02,5.0
dpz888p,43.68164,-79.42154,43.68301,-79.42017,43.68272,-79.42058,Toronto,,Ontario,Canada,CA-ON,0.0124,3,2019-02-02,5.0
dpz90vk,43.79837,-79.41467,43.79974,-79.4133,43.79939,-79.41378,Toronto,,Ontario,Canada,CA-ON,0.0336,3,2019-02-02,5.0
dpz90g1,43.78601,-79.41879,43.78738,-79.41742,43.78696,-79.41755,Toronto,,Ontario,Canada,CA-ON,0.0153,3,2019-02-02,5.0
dpz2jub,43.61984,-79.552,43.62122,-79.55063,43.62035,-79.55131,Toronto,,Ontario,Canada,CA-ON,0.0106,3,2019-02-02,5.0
dpz8gwy,43.76266,-79.29108,43.76404,-79.2897,43.76375,-79.29049,Toronto,,Ontario,Canada,CA-ON,0.0256,3,2019-02-02,5.0
dpz2mwg,43.67477,-79.55887,43.67615,-79.5575,43.67544,-79.55841,Toronto,,Ontario,Canada,CA-ON,0.0052,3,2019-02-02,5.0
dpz2nc0,43.59924,-79.50806,43.60062,-79.50668,43.60043,-79.50711,Toronto,,Ontario,Canada,CA-ON,0.0136,3,2019-02-02,5.0
dpz2xf0,43.69263,-79.46411,43.694,-79.46274,43.6927,-79.46333,Toronto,,Ontario,Canada,CA-ON,0.0139,3,2019-02-02,5.0
dpz83ec,43.65829,-79.38583,43.65967,-79.38446,43.65876,-79.38495,Toronto,,Ontario,Canada,CA-ON,0.0285,4,2019-02-02,5.0
dpz8dhk,43.70499,-79.35974,43.70636,-79.35837,43.70607,-79.35843,Toronto,,Ontario,Canada,CA-ON,0.018,5,2019-02-02,5.0
dpz2nup,43.61572,-79.49844,43.6171,-79.49707,43.61621,-79.49835,Toronto,,Ontario,Canada,CA-ON,0.0349,5,2019-02-02,5.0
dpz8g6b,43.74069,-79.3103,43.74207,-79.30893,43.74148,-79.30958,Toronto,,Ontario,Canada,CA-ON,0.0433,5,2019-02-02,5.0
dpz8fje,43.7558,-79.36111,43.75717,-79.35974,43.75604,-79.36074,Toronto,,Ontario,Canada,CA-ON,0.0974,6,2019-02-02,5.0
dpz2x2g,43.68576,-79.48196,43.68713,-79.48059,43.68611,-79.48172,Toronto,,Ontario,Canada,CA-ON,0.0252,6,2019-02-02,5.0
dpz8udn,43.73657,-79.24713,43.73795,-79.24576,43.73721,-79.2463,Toronto,,Ontario,Canada,CA-ON,0.0146,7,2019-02-02,5.0
dpz9402,43.7709,-79.36523,43.77228,-79.36386,43.77152,-79.36453,Toronto,,Ontario,Canada,CA-ON,0.0115,7,2019-02-02,5.0
dpz8sjc,43.71323,-79.27597,43.7146,-79.2746,43.7134,-79.27498,Toronto,,Ontario,Canada,CA-ON,0.0775,8,2019-02-02,5.0
dpz8gey,43.74619,-79.29108,43.74756,-79.2897,43.74629,-79.29057,Toronto,,Ontario,Canada,CA-ON,0.0481,8,2019-02-02,5.0
dpz2nkd,43.61847,-79.52728,43.61984,-79.52591,43.61951,-79.52619,Toronto,,Ontario,Canada,CA-ON,0.0184,8,2019-02-02,5.0
dpz83m9,43.66791,-79.39682,43.66928,-79.39545,43.66837,-79.39631,Toronto,,Ontario,Canada,CA-ON,0.0488,9,2019-02-02,5.0
dpz2nhd,43.61847,-79.53827,43.61984,-79.5369,43.61861,-79.5376,Toronto,,Ontario,Canada,CA-ON,0.0825,9,2019-02-02,5.0
dpz2tdx,43.69537,-79.55338,43.69675,-79.552,43.69552,-79.55315,Toronto,,Ontario,Canada,CA-ON,0.117,9,2019-02-02,5.0
dpz9hpr,43.80936,-79.26773,43.81073,-79.26636,43.80983,-79.26747,Toronto,,Ontario,Canada,CA-ON,0.0475,9,2019-02-02,5.0
dpz2yjc,43.75717,-79.53964,43.75854,-79.53827,43.75794,-79.53876,Toronto,,Ontario,Canada,CA-ON,0.018,9,2019-02-02,5.0
dpz8dff,43.69675,-79.32953,43.69812,-79.32816,43.69777,-79.32875,Toronto,,Ontario,Canada,CA-ON,0.0215,10,2019-02-02,5.0
dpz89hx,43.70636,-79.39957,43.70773,-79.39819,43.7069,-79.39847,Toronto,,Ontario,Canada,CA-ON,0.0333,10,2019-02-02,5.0
dpz8c15,43.73108,-79.40506,43.73245,-79.40369,43.73192,-79.40402,Toronto,,Ontario,Canada,CA-ON,0.0322,10,2019-02-02,5.0
dpz2q3g,43.64731,-79.52591,43.64868,-79.52454,43.64829,-79.52514,Toronto,,Ontario,Canada,CA-ON,0.043,14,2019-02-02,5.0
dpz2v7h,43.74207,-79.56848,43.74344,-79.56711,43.74308,-79.56796,Toronto,,Ontario,Canada,CA-ON,0.0346,14,2019-02-02,5.0
dpz2xyq,43.71597,-79.45587,43.71735,-79.4545,43.71642,-79.45515,Toronto,,Ontario,Canada,CA-ON,0.0434,14,2019-02-02,5.0
dpz2q1x,43.64594,-79.5314,43.64731,-79.53003,43.64663,-79.53061,Toronto,,Ontario,Canada,CA-ON,0.1195,36,2019-02-02,5.0
dpz9n6x,43.78326,-79.16885,43.78464,-79.16748,43.7839,-79.16786,Toronto,,Ontario,Canada,CA-ON,0.1745,32,2019-02-02,5.0
dpz2snz,43.71872,-79.61929,43.72009,-79.61792,43.71895,-79.6186,Toronto,,Ontario,Canada,CA-ON,0.1128,35,2019-02-02,5.0
dpz8g75,43.74207,-79.30618,43.74344,-79.30481,43.74306,-79.30554,Toronto,,Ontario,Canada,CA-ON,0.0731,35,2019-02-02,5.0
dpz83m5,43.66516,-79.39407,43.66653,-79.3927,43.66575,-79.39346,Toronto,,Ontario,Canada,CA-ON,0.0161,3,2019-02-02,5.0
dpz3p6e,43.78326,-79.48196,43.78464,-79.48059,43.78447,-79.481,Toronto,,Ontario,Canada,CA-ON,0.0045,3,2019-02-02,5.0
dpz8byn,43.75854,-79.41193,43.75992,-79.41055,43.75968,-79.41063,Toronto,,Ontario,Canada,CA-ON,0.0092,3,2019-02-02,5.0
dpz2nkn,43.61572,-79.52179,43.6171,-79.52042,43.61655,-79.5207,Toronto,,Ontario,Canada,CA-ON,0.0089,3,2019-02-02,5.0
dpz83sf,43.66379,-79.38446,43.66516,-79.38309,43.66442,-79.38401,Toronto,,Ontario,Canada,CA-ON,0.0208,3,2019-02-02,5.0
dpz8grt,43.76678,-79.30344,43.76816,-79.30206,43.7678,-79.30311,Toronto,,Ontario,Canada,CA-ON,0.0211,3,2019-02-02,5.0
dpz3n03,43.7709,-79.53964,43.77228,-79.53827,43.77207,-79.53842,Toronto,,Ontario,Canada,CA-ON,0.0351,4,2019-02-02,5.0
dpz2yjd,43.7558,-79.53827,43.75717,-79.5369,43.75611,-79.53767,Toronto,,Ontario,Canada,CA-ON,0.0148,4,2019-02-02,5.0
dpz867k,43.65555,-79.34875,43.65692,-79.34738,43.65648,-79.34779,Toronto,,Ontario,Canada,CA-ON,0.0424,4,2019-02-02,5.0
dpz2ypc,43.76816,-79.53964,43.76953,-79.53827,43.76917,-79.53903,Toronto,,Ontario,Canada,CA-ON,0.0794,5,2019-02-02,5.0
dpz2zxd,43.76678,-79.47235,43.76816,-79.47098,43.76789,-79.47148,Toronto,,Ontario,Canada,CA-ON,0.018,5,2019-02-02,5.0
dpz3p93,43.7764,-79.47372,43.77777,-79.47235,43.7771,-79.4731,Toronto,,Ontario,Canada,CA-ON,0.0481,5,2019-02-02,5.0
dpz9hke,43.79425,-79.26224,43.79562,-79.26086,43.79502,-79.261,Toronto,,Ontario,Canada,CA-ON,0.0212,5,2019-02-02,5.0
dpz83bf,43.64182,-79.37347,43.64319,-79.3721,43.64264,-79.37273,Toronto,,Ontario,Canada,CA-ON,0.0873,6,2019-02-02,5.0
dpz9jv9,43.79974,-79.19907,43.80112,-79.19769,43.80014,-79.19865,Toronto,,Ontario,Canada,CA-ON,0.0142,6,2019-02-02,5.0
dpz2nwb,43.63083,-79.51904,43.6322,-79.51767,43.63155,-79.51814,Toronto,,Ontario,Canada,CA-ON,0.0078,6,2019-02-02,5.0
dpz8uhx,43.75031,-79.26773,43.75168,-79.26636,43.75124,-79.26702,Toronto,,Ontario,Canada,CA-ON,0.0596,9,2019-02-02,5.0
dpz8ups,43.76678,-79.27185,43.76816,-79.27048,43.76781,-79.27117,Toronto,,Ontario,Canada,CA-ON,0.027,9,2019-02-02,5.0
dpz8e3n,43.68713,-79.30206,43.68851,-79.30069,43.68814,-79.30152,Toronto,,Ontario,Canada,CA-ON,0.074,10,2019-02-02,5.0
dpz2vvy,43.75717,-79.54376,43.75854,-79.54239,43.75748,-79.54357,Toronto,,Ontario,Canada,CA-ON,0.0394,10,2019-02-02,5.0
dpz3n90,43.77502,-79.51904,43.7764,-79.51767,43.77605,-79.51856,Toronto,,Ontario,Canada,CA-ON,0.0658,11,2019-02-02,5.0
dpz2xvv,43.71323,-79.45724,43.7146,-79.45587,43.71364,-79.45652,Toronto,,Ontario,Canada,CA-ON,0.089,18,2019-02-02,5.0
dpz8sju,43.71323,-79.27185,43.7146,-79.27048,43.71421,-79.27109,Toronto,,Ontario,Canada,CA-ON,0.0405,18,2019-02-02,5.0
dpz8f6p,43.73657,-79.34464,43.73795,-79.34326,43.73719,-79.34361,Toronto,,Ontario,Canada,CA-ON,0.05,27,2019-02-02,5.0
dpz8dr7,43.72147,-79.35013,43.72284,-79.34875,43.72276,-79.34889,Toronto,,Ontario,Canada,CA-ON,0.2038,36,2019-02-02,5.0
dpz861d,43.64594,-79.36249,43.64731,-79.36111,43.64657,-79.36184,Toronto,,Ontario,Canada,CA-ON,0.1834,37,2019-02-02,5.0
dpz2vs0,43.74756,-79.56299,43.74893,-79.56161,43.74787,-79.56217,Toronto,,Ontario,Canada,CA-ON,0.0628,29,2019-02-02,5.0
dpz9ke4,43.82996,-79.25262,43.83133,-79.25125,43.83027,-79.25179,Toronto,,Ontario,Canada,CA-ON,0.0266,3,2019-02-02,5.0
dpz2rcu,43.64731,-79.45862,43.64868,-79.45724,43.64822,-79.4575,Toronto,,Ontario,Canada,CA-ON,0.0125,3,2019-02-02,5.0
dpz2mz2,43.67752,-79.552,43.67889,-79.55063,43.67771,-79.55098,Toronto,,Ontario,Canada,CA-ON,0.0432,3,2019-02-02,5.0
dpz2yp2,43.76541,-79.54102,43.76678,-79.53964,43.76587,-79.5406,Toronto,,Ontario,Canada,CA-ON,0.0093,3,2019-02-02,5.0
dpz8dk5,43.70361,-79.35013,43.70499,-79.34875,43.70482,-79.34959,Toronto,,Ontario,Canada,CA-ON,0.0422,3,2019-02-02,5.0
dpz8ccu,43.7352,-79.37073,43.73657,-79.36935,43.73619,-79.36981,Toronto,,Ontario,Canada,CA-ON,0.0175,3,2019-02-02,5.0
dpz8gqw,43.76129,-79.30206,43.76266,-79.30069,43.76178,-79.30093,Toronto,,Ontario,Canada,CA-ON,0.0222,3,2019-02-02,5.0
dpz838g,43.64182,-79.38309,43.64319,-79.38171,43.64285,-79.38193,Toronto,,Ontario,Canada,CA-ON,0.031,3,2019-02-02,5.0
dpz8gnp,43.75854,-79.31168,43.75992,-79.3103,43.75919,-79.31078,Toronto,,Ontario,Canada,CA-ON,0.0093,4,2019-02-02,5.0
dpz2wwc,43.71872,-79.51767,43.72009,-79.5163,43.71908,-79.5168,Toronto,,Ontario,Canada,CA-ON,0.0267,4,2019-02-02,5.0
dpz9hfw,43.78326,-79.23615,43.78464,-79.23477,43.78408,-79.2351,Toronto,,Ontario,Canada,CA-ON,0.0135,4,2019-02-02,5.0
dpz2rx8,43.67889,-79.4751,43.68027,-79.47372,43.67962,-79.47478,Toronto,,Ontario,Canada,CA-ON,0.0159,4,2019-02-02,5.0
dpz2xkd,43.70636,-79.48334,43.70773,-79.48196,43.70759,-79.48244,Toronto,,Ontario,Canada,CA-ON,0.0279,6,2019-02-02,5.0
dpz8fmk,43.75443,-79.34875,43.7558,-79.34738,43.75542,-79.3481,Toronto,,Ontario,Canada,CA-ON,0.0359,6,2019-02-02,5.0
dpz2wzk,43.72147,-79.50256,43.72284,-79.50119,43.72225,-79.50168,Toronto,,Ontario,Canada,CA-ON,0.0643,7,2019-02-02,5.0
dpz8bzn,43.76404,-79.41193,43.76541,-79.41055,43.76506,-79.4118,Toronto,,Ontario,Canada,CA-ON,0.0836,7,2019-02-02,5.0
dpz8erz,43.72421,-79.30069,43.72559,-79.29932,43.72504,-79.29997,Toronto,,Ontario,Canada,CA-ON,0.0582,8,2019-02-02,5.0
dpz8bdr,43.73795,-79.42154,43.73932,-79.42017,43.73869,-79.42116,Toronto,,Ontario,Canada,CA-ON,0.0211,8,2019-02-02,5.0
dpz8dnh,43.7146,-79.35974,43.71597,-79.35837,43.71474,-79.3594,Toronto,,Ontario,Canada,CA-ON,0.0187,8,2019-02-02,5.0
dpz2q3k,43.64456,-79.52454,43.64594,-79.52316,43.64486,-79.52352,Toronto,,Ontario,Canada,CA-ON,0.0204,8,2019-02-02,5.0
dpz8dzv,43.72421,-79.32541,43.72559,-79.32404,43.72455,-79.32462,Toronto,,Ontario,Canada,CA-ON,0.0251,10,2019-02-02,5.0
dpz83fs,43.65143,-79.37073,43.6528,-79.36935,43.65186,-79.37006,Toronto,,Ontario,Canada,CA-ON,0.0275,11,2019-02-02,5.0
dpz2tr3,43.72147,-79.5726,43.72284,-79.57123,43.7224,-79.57179,Toronto,,Ontario,Canada,CA-ON,0.0941,13,2019-02-02,5.0
dpz2xes,43.70087,-79.4696,43.70224,-79.46823,43.7011,-79.46906,Toronto,,Ontario,Canada,CA-ON,0.0678,13,2019-02-02,5.0
dpz2qp9,43.67889,-79.53964,43.68027,-79.53827,43.67983,-79.53884,Toronto,,Ontario,Canada,CA-ON,0.0185,13,2019-02-02,5.0
dpz2vzs,43.76678,-79.54651,43.76816,-79.54514,43.76724,-79.54577,Toronto,,Ontario,Canada,CA-ON,0.0485,13,2019-02-02,5.0
dpz2ue6,43.74344,-79.60419,43.74481,-79.60281,43.7436,-79.60343,Toronto,,Ontario,Canada,CA-ON,0.0408,15,2019-02-02,5.0
dpz86gf,43.65829,-79.32953,43.65967,-79.32816,43.65901,-79.32844,Toronto,,Ontario,Canada,CA-ON,0.0178,16,2019-02-02,5.0
