"","Geohash","AvgAcceleration","PercentOfVehicles","AvgMonthlyVolume","PercentCar","PercentMPV","PercentLDT","PercentMDT","PercentHDT","PercentOther","Count.Date","SeverityScore","IncidentsTotal","sum_acc_count","X8.Peak.Hr.Vehicle.Volume","X8.Peak.Hr.Pedestrian.Volume"
"396","dpz82et",0.6829,0.1631,325,0.0218,0.1869,0.1994,0.0405,0.0312,0.5202,NA,NA,NA,9,NA,NA
"397","dpz82eu",0.4926,0.0649,154,0,0.2353,0.1765,0.0065,0.0784,0.5033,2012-04-26,NA,NA,2,11364,894
"398","dpz82ev",1.0297,0.0328,61,0,0.2459,0.2623,0.0164,0.1311,0.3443,NA,NA,NA,NA,NA,NA
"399","dpz82ew",1.207,0.1333,30,0,0.1379,0.3103,0,0.069,0.4828,NA,NA,NA,2,NA,NA
"400","dpz82ex",0.9206,0.2047,601,0.0201,0.2211,0.191,0.0469,0.067,0.4539,NA,NA,NA,NA,NA,NA
"401","dpz82ey",0.7847,0.2645,620,0.0179,0.2224,0.1932,0.0455,0.0747,0.4463,2012-06-05,NA,NA,2,7429,1545
"402","dpz82ez",1.1411,0.2888,599,0.0068,0.2301,0.1286,0.0558,0.0305,0.5482,NA,NA,NA,NA,NA,NA
"403","dpz82f0",1.1623,0.2414,58,0,0.1207,0.1034,0.0517,0.0862,0.638,NA,NA,NA,4,NA,NA
"404","dpz82f1",3.2411,0.0556,18,0,0.2222,0,0,0.5,0.2778,2014-08-19,NA,NA,2,9477,1839
"405","dpz82f2",1.5,0.1341,440,0.0462,0.1894,0.2494,0.0439,0.0647,0.4064,NA,NA,NA,NA,NA,NA
"406","dpz82f3",1.9247,0.3416,884,0.0342,0.1906,0.2808,0.0491,0.0799,0.3654,NA,NA,NA,NA,NA,NA
"407","dpz82f4",4.0272,0.0333,30,0,0.2667,0.1,0,0.0667,0.5666,NA,NA,NA,NA,NA,NA
"408","dpz82f6",1.0164,0.0705,156,0.0195,0.1169,0.1364,0.013,0.026,0.6882,NA,NA,NA,NA,NA,NA
"409","dpz82f7",0.5992,0.1176,17,0,0.25,0,0.125,0,0.625,2012-04-17,NA,NA,NA,11987,1216
"410","dpz82f8",1.5597,0.0742,256,0.0478,0.2231,0.1474,0.0438,0.0558,0.4821,NA,NA,NA,NA,NA,NA
"411","dpz82f9",1.1728,0.1053,19,0,0.1053,0.0526,0,0,0.8421,NA,NA,NA,NA,NA,NA
"412","dpz82fb",1.532,0.1832,846,0.03,0.2866,0.1643,0.0516,0.0791,0.3884,NA,NA,NA,NA,NA,NA
"413","dpz82fc",0.8878,0.1492,784,0.0103,0.2883,0.1248,0.0193,0.0309,0.5264,NA,NA,NA,NA,NA,NA
"414","dpz82fd",1.296,0.0408,49,0,0.2653,0.0816,0.0204,0.1429,0.4898,NA,NA,NA,NA,NA,NA
"415","dpz82fe",1.254,0.0439,114,0.018,0.1532,0.1622,0.0901,0.0541,0.5224,NA,NA,NA,NA,NA,NA
"416","dpz82ff",0.827,0.0714,14,0,0.1429,0.2143,0.0714,0.1429,0.4285,NA,NA,NA,NA,NA,NA
"417","dpz82fg",1.0914,0.1294,796,0.0165,0.2262,0.2033,0.0635,0.0356,0.4549,NA,NA,NA,NA,NA,NA
"418","dpz82fj",1.441,0.2287,586,0.0138,0.2655,0.1621,0.031,0.0517,0.4759,NA,NA,NA,NA,NA,NA
"419","dpz82fk",1.1576,0.2028,927,0.0153,0.2183,0.19,0.0568,0.0415,0.4781,2012-03-21,NA,NA,5,9436,1682
"420","dpz82fm",1.0942,0.2,685,0.0178,0.253,0.1583,0.0296,0.0473,0.494,NA,NA,NA,NA,NA,NA
"421","dpz82fn",3.0662,0.1111,18,0,0.0556,0.0556,0,0.1667,0.7221,NA,NA,NA,NA,NA,NA
"422","dpz82fp",1.0762,0.1308,367,0.0193,0.2514,0.1298,0.0166,0.0525,0.5304,NA,NA,NA,NA,NA,NA
"423","dpz82fq",0.8024,0.1843,396,0.023,0.2481,0.1432,0.0128,0.0614,0.5115,2015-04-08,NA,NA,10,8875,2028
"424","dpz82fr",1.6716,0.1698,683,0.0074,0.2294,0.1559,0.0426,0.0441,0.5206,NA,NA,NA,NA,NA,NA
"425","dpz82fs",1.3848,0.0882,136,0.0074,0.1691,0.2721,0.0662,0.0294,0.4558,NA,NA,NA,NA,NA,NA
"426","dpz82ft",0.5794,0.1077,418,0.0193,0.2337,0.1518,0.0675,0.0602,0.4675,NA,NA,NA,NA,NA,NA
"427","dpz82fu",0.6849,0.1,20,0,0.25,0.25,0.15,0,0.35,NA,NA,NA,NA,NA,NA
"428","dpz82fv",0.4992,0.0525,533,0.0207,0.2542,0.1431,0.0395,0.0791,0.4634,NA,NA,NA,NA,NA,NA
"429","dpz82fw",0.6675,0.1172,964,0.021,0.2277,0.1228,0.0231,0.0514,0.554,NA,NA,NA,1,NA,NA
"430","dpz82fx",2.3091,0.0943,53,0,0.2642,0.1698,0.0189,0.0377,0.5094,NA,NA,NA,NA,NA,NA
"431","dpz82fy",1.5507,0.1854,971,0.0229,0.225,0.1229,0.0271,0.0583,0.5438,NA,NA,NA,NA,NA,NA
"432","dpz82fz",0.8955,0.1979,1334,0.0144,0.1918,0.1314,0.04,0.04,0.5824,NA,NA,NA,NA,NA,NA
"433","dpz82g0",1.6282,0.4325,1193,0.0279,0.2125,0.1617,0.0677,0.1643,0.3659,2017-01-12,NA,NA,3,8708,3172
"434","dpz82g1",0.6486,0.1716,134,0,0.0606,0.0985,0.0606,0.0833,0.697,NA,NA,NA,NA,NA,NA
"435","dpz82g2",0.6003,0.0785,548,0.0129,0.2022,0.171,0.0184,0.057,0.5385,NA,NA,NA,NA,NA,NA
"436","dpz82g3",0.9667,0.0625,304,0.0132,0.2244,0.2145,0.0165,0.0627,0.4687,NA,NA,NA,NA,NA,NA
"437","dpz82g4",0.6381,0.0238,294,0.0374,0.1701,0.1122,0.0782,0.1463,0.4558,NA,NA,NA,NA,NA,NA
"438","dpz82g5",0.6005,0.1479,872,0.015,0.2471,0.1755,0.0312,0.045,0.4862,2017-01-14,NA,NA,3,7478,4262
"439","dpz82g6",1.2935,0.1739,23,0,0.0435,0.087,0.0435,0.087,0.739,NA,NA,NA,NA,NA,NA
"440","dpz82g7",1.0905,0.0698,43,0.0233,0.0465,0.1628,0.0465,0.0233,0.6976,NA,NA,NA,NA,NA,NA
"441","dpz82g8",1.0436,0.3661,601,0.0068,0.1807,0.147,0.0355,0.027,0.603,NA,NA,NA,NA,NA,NA
"442","dpz82g9",1.1703,0.0645,31,0,0.0645,0.0645,0.0323,0.0323,0.8064,NA,NA,NA,NA,NA,NA
"443","dpz82gb",0.761,0.1329,828,0.0146,0.2098,0.1268,0.0134,0.0537,0.5817,2012-05-24,NA,NA,NA,8060,1215
"444","dpz82gc",0.8174,0.2444,45,0,0.0667,0.0222,0.0222,0.1556,0.7333,NA,NA,NA,NA,NA,NA
"445","dpz82gd",2.6544,0.1429,14,0,0.1429,0.1429,0.1429,0,0.5713,NA,NA,NA,NA,NA,NA
"446","dpz82ge",1.9994,0.1667,42,0,0.0476,0.1429,0.0238,0.0238,0.7619,NA,NA,NA,NA,NA,NA
"447","dpz82gf",1.144,0.0714,14,0,0.0714,0.1429,0.0714,0.0714,0.6429,NA,NA,NA,NA,NA,NA
"448","dpz82gg",0.8739,0.0186,161,0.0063,0.1938,0.1563,0.05,0.0313,0.5623,NA,NA,NA,NA,NA,NA
"449","dpz82gh",0.7964,0.087,46,0,0.2222,0.0444,0.0222,0.0667,0.6445,2017-01-14,NA,NA,NA,7251,3612
"450","dpz82gj",2.5029,0.0968,31,0,0.1613,0.1613,0.0323,0,0.6451,NA,NA,NA,NA,NA,NA
"451","dpz82gk",1.0834,0.1842,38,0.1316,0.2632,0.2368,0.0263,0.1579,0.1842,NA,NA,NA,NA,NA,NA
"452","dpz82gm",0.6374,0.0313,64,0.0317,0.1746,0.1111,0.0317,0.2381,0.4128,NA,NA,NA,3,NA,NA
"453","dpz82gn",1.1342,0.0263,38,0.0526,0.1579,0.0263,0.0526,0,0.7106,NA,NA,NA,NA,NA,NA
"454","dpz82gp",0.7508,0.0435,115,0.0174,0.2522,0.0348,0.0261,0.0783,0.5912,NA,NA,NA,NA,NA,NA
"455","dpz82gq",1.0918,0.1803,122,0,0.2562,0.2231,0.0413,0.0331,0.4463,2017-01-12,NA,NA,2,8941,4410
"456","dpz82gr",1.1141,0.2023,687,0.0221,0.2162,0.1662,0.0353,0.05,0.5102,NA,NA,NA,4,NA,NA
"457","dpz82gs",1.0152,0.0457,940,0.0214,0.2036,0.1468,0.0472,0.0707,0.5103,NA,NA,NA,NA,NA,NA
"458","dpz82gt",2.0953,0.0714,14,0,0.5714,0,0,0,0.4286,NA,NA,NA,NA,NA,NA
"459","dpz82gu",1.1342,0.0217,46,0,0.3261,0.0652,0,0.0217,0.587,NA,NA,NA,NA,NA,NA
"460","dpz82gv",2.0491,0.0386,233,0.0087,0.2597,0.1342,0.026,0.0519,0.5195,NA,NA,NA,NA,NA,NA
"461","dpz82gw",0.9982,0.1761,568,0.0125,0.225,0.1768,0.0339,0.0482,0.5036,NA,NA,NA,NA,NA,NA
"462","dpz82gx",0.6249,0.0624,433,0.0302,0.2,0.1605,0.0465,0.0488,0.514,NA,NA,NA,NA,NA,NA
"463","dpz82gy",1.0209,0.1994,697,0.0204,0.2183,0.1674,0.0364,0.0509,0.5066,NA,NA,NA,NA,NA,NA
"464","dpz82gz",0.685,0.0401,474,0.0171,0.1923,0.0897,0.0278,0.0321,0.641,NA,NA,NA,NA,NA,NA
"465","dpz82kj",0.5355,0.15,4787,0.0219,0.1602,0.1701,0.057,0.1243,0.4665,NA,NA,NA,NA,NA,NA
"466","dpz82kn",0.7687,0.2085,398,0.0606,0.1389,0.2904,0.0354,0.0707,0.404,NA,NA,NA,NA,NA,NA
"467","dpz82kp",0.3152,0.0952,21,0,0.0476,0.4286,0.0476,0.0952,0.381,NA,NA,NA,NA,NA,NA
"468","dpz82s0",0.3593,0.0732,478,0.0127,0.2452,0.1649,0.0296,0.0655,0.4821,NA,NA,NA,NA,NA,NA
"469","dpz82s1",0.4133,0.0353,3629,0.0275,0.1893,0.1849,0.0461,0.0458,0.5064,NA,NA,NA,NA,NA,NA
"470","dpz82s4",0.5525,0.0664,256,0.0157,0.3098,0.1333,0.0863,0.051,0.4039,NA,NA,NA,NA,NA,NA
"471","dpz82s5",0.3387,0.1392,158,0.0063,0.3797,0.1203,0.038,0.0886,0.3671,NA,NA,NA,NA,NA,NA
"472","dpz82sh",0.3653,0.0328,6759,0.0287,0.1801,0.1834,0.0433,0.0531,0.5114,NA,NA,NA,NA,NA,NA
"473","dpz82sj",0.5718,0.4528,53,0,0.4706,0.3333,0.0196,0,0.1765,NA,NA,NA,NA,NA,NA
"474","dpz82sn",1.3811,0.0952,63,0,0.0317,0.6825,0,0,0.2858,NA,NA,NA,NA,NA,NA
"475","dpz82sp",0.9878,0.1864,558,0.0073,0.2255,0.1273,0.0491,0.0255,0.5653,NA,NA,NA,NA,NA,NA
"476","dpz82u1",0.294,0.0607,2964,0.0279,0.1984,0.1446,0.0408,0.0507,0.5376,NA,NA,NA,NA,NA,NA
"477","dpz82u4",0.3687,0.2053,750,0.0148,0.2436,0.1723,0.0336,0.0377,0.498,NA,NA,NA,NA,NA,NA
"478","dpz82u5",1.4676,0.0179,56,0,0.25,0.2143,0.0893,0.1607,0.2857,NA,NA,NA,NA,NA,NA
"479","dpz82uh",0.4686,0.034,648,0.0047,0.2348,0.1462,0.042,0.0622,0.5101,NA,NA,NA,NA,NA,NA
"480","dpz82un",0.7152,0.1272,668,0.0136,0.2091,0.1773,0.0273,0.047,0.5257,NA,NA,NA,NA,NA,NA
"481","dpz82up",0.3023,0.1134,494,0.0123,0.2147,0.1063,0.0327,0.0368,0.5972,NA,NA,NA,NA,NA,NA
"482","dpz8300",0.7399,0.3842,203,0,0.0542,0.4286,0.0591,0.3153,0.1428,NA,NA,NA,NA,NA,NA
"483","dpz8301",0.9933,0.003,5919,0.0334,0.1866,0.2104,0.0711,0.1323,0.3662,NA,NA,NA,NA,NA,NA
"484","dpz8302",2.7229,0.0769,13,0,0.0769,0.4615,0.1538,0.2308,0.077,NA,NA,NA,NA,NA,NA
"485","dpz8303",1.7921,0.3016,63,0.0159,0.0159,0.6508,0,0.3175,-1e-04,NA,NA,NA,NA,NA,NA
"486","dpz8304",1.0263,0.0833,12,0.0833,0.1667,0.25,0,0.3333,0.1667,NA,NA,NA,NA,NA,NA
"487","dpz8305",1.4575,0.0105,62285,0.0364,0.1705,0.254,0.0793,0.1604,0.2994,NA,NA,NA,NA,NA,NA
"488","dpz8308",0.4586,0.0063,1909,0.0354,0.2286,0.1397,0.0344,0.0444,0.5175,NA,NA,NA,NA,NA,NA
"489","dpz8309",0.627,0.1045,67,0.0746,0.2687,0.1493,0.0448,0.1045,0.3581,NA,NA,NA,NA,NA,NA
"490","dpz830b",0.388,0.0273,1832,0.0274,0.2249,0.1454,0.0351,0.0735,0.4937,NA,NA,NA,NA,NA,NA
"491","dpz830c",0.6667,0.5,104,0.0686,0.2647,0.3333,0.0294,0.2059,0.0981,2015-04-02,NA,NA,NA,11450,2931
"492","dpz830d",0.4889,0.0227,44,0,0.4091,0.0909,0.0455,0.0682,0.3863,NA,NA,NA,NA,NA,NA
"493","dpz830e",1.2081,0.2725,367,0.0056,0.0806,0.2389,0.1861,0.0667,0.4221,NA,NA,NA,NA,NA,NA
"494","dpz830f",0.7253,0.0217,184,0.0437,0.2842,0.1311,0.0328,0.082,0.4262,NA,NA,NA,NA,NA,NA
"495","dpz830g",1.0365,0.1422,2708,0.0253,0.238,0.133,0.0413,0.0607,0.5017,2016-03-16,NA,NA,NA,13974,2290
"496","dpz830h",0.7306,0.009,68261,0.0348,0.173,0.2499,0.0788,0.1586,0.3049,NA,NA,NA,NA,NA,NA
"497","dpz830j",0.5152,0.0074,675,0.0284,0.1925,0.2209,0.0299,0.0746,0.4537,NA,NA,NA,NA,NA,NA
"498","dpz830k",0,0,22,0.0909,0.0909,0.0455,0.0455,0,0.7272,NA,NA,NA,NA,NA,NA
"499","dpz830m",0.7907,0.0449,178,0.0056,0.1582,0.209,0.0395,0.1638,0.4239,NA,0.0313,7,NA,NA,NA
"500","dpz830n",0.5448,0.0102,59834,0.0346,0.1681,0.2476,0.0805,0.1672,0.302,2015-04-12,NA,NA,12,11653,5808
"501","dpz830p",0.4731,0.0496,262,0.0154,0.2308,0.1769,0.0538,0.0846,0.4385,NA,NA,NA,1,NA,NA
"502","dpz830q",0.9627,0.0833,24,0,0.3043,0.2609,0.0435,0.0435,0.3478,NA,NA,NA,NA,NA,NA
"503","dpz830r",0.615,0.0233,129,0.0156,0.3594,0.2031,0.0625,0.0703,0.2891,NA,NA,NA,NA,NA,NA
"504","dpz830s",1.185,0.2763,228,0.0088,0.0661,0.2643,0.2952,0.0573,0.3083,NA,NA,NA,NA,NA,NA
"505","dpz830t",0.9876,0.1214,593,0.017,0.1548,0.1769,0.0306,0.1003,0.5204,2016-09-17,0.0201,6,5,12726,830
"506","dpz830u",0.983,0.0851,47,0,0.1489,0.1064,0.0426,0.3617,0.3404,NA,NA,NA,NA,NA,NA
"507","dpz830v",0.9256,0.0584,137,0.0221,0.2132,0.1103,0.0221,0.1618,0.4705,NA,0.0159,5,2,NA,NA
"508","dpz830w",0.9158,0.0789,114,0.027,0.2072,0.1712,0.0541,0.1982,0.3423,NA,NA,NA,NA,NA,NA
"509","dpz830x",0.7077,0.0698,43,0,0.1395,0.3721,0.0698,0.093,0.3256,2015-06-15,NA,NA,NA,5875,1283
"510","dpz830y",1.2611,0.0541,37,0,0.0541,0.2432,0,0.2162,0.4865,NA,NA,NA,NA,NA,NA
"511","dpz830z",0.752,0.1176,85,0.0706,0.3647,0.1882,0.0235,0.1059,0.2471,NA,NA,NA,NA,NA,NA
"512","dpz8310",0.9577,0.0541,37,0,0.3784,0.1081,0.1081,0.0541,0.3513,NA,NA,NA,NA,NA,NA
"513","dpz8311",0.7723,0.2353,51,0,0.3137,0.451,0,0.0392,0.1961,NA,NA,NA,2,NA,NA
"514","dpz8312",0.7947,0.0286,140,0.0214,0.2214,0.2643,0.0429,0.1071,0.3429,NA,NA,NA,NA,NA,NA
"515","dpz8313",1.1632,0.0275,182,0.0276,0.2486,0.2652,0.0442,0.0663,0.3481,NA,NA,NA,NA,NA,NA
"516","dpz8314",1.079,0.0658,228,0.031,0.1504,0.1637,0.0752,0.0796,0.5001,2015-09-30,NA,NA,2,9966,4831
"517","dpz8315",0.4758,0.096,844,0.0522,0.2218,0.1329,0.0214,0.0783,0.4934,NA,NA,NA,3,NA,NA
"518","dpz8316",0.9771,0.1459,514,0.0176,0.2505,0.2524,0.0352,0.0528,0.3915,NA,NA,NA,NA,NA,NA
"519","dpz8317",0.9227,0.2222,54,0,0.2778,0.2037,0.0185,0.2407,0.2593,NA,NA,NA,NA,NA,NA
"520","dpz8318",0.9572,0.0625,176,0.0575,0.1609,0.1034,0.0172,0.1322,0.5288,NA,NA,NA,NA,NA,NA
"521","dpz8319",0.8108,0.0411,73,0.0137,0.0548,0.0411,0.0274,0.2329,0.6301,2015-09-02,NA,NA,2,10538,6170
"522","dpz831b",1.9686,0.2467,600,0.0067,0.2228,0.1725,0.0385,0.0436,0.5159,NA,NA,NA,NA,NA,NA
"523","dpz831c",0.9574,0.0111,270,0.0075,0.3094,0.117,0.0377,0.0566,0.4718,NA,NA,NA,NA,NA,NA
"524","dpz831d",1.5974,0.2066,121,0.0583,0.1667,0.0417,0.05,0.1333,0.55,NA,0.0176,3,6,NA,NA
"525","dpz831e",1.1229,0.2176,170,0.0118,0.1065,0.0769,0.0414,0.0533,0.7101,2016-09-17,0.0505,9,10,14588,10895
"526","dpz831f",0.5168,0.1107,840,0.0107,0.2119,0.1024,0.0512,0.05,0.5738,NA,NA,NA,NA,NA,NA
"527","dpz831g",1.268,0.1455,55,0.0364,0.2,0.1273,0.0364,0.2182,0.3817,NA,0.0324,6,11,NA,NA
"528","dpz831h",0.4582,0.0338,444,0.0158,0.1719,0.1538,0.0475,0.181,0.43,2016-09-17,0.0168,11,11,15478,7878
"529","dpz831j",0.6276,0.1242,314,0,0.1879,0.0637,0.1146,0.3121,0.3217,NA,NA,NA,3,NA,NA
"530","dpz831k",0.4897,0.049,102,0.0098,0.2451,0.1569,0.0588,0.1176,0.4118,2016-09-17,0.0163,3,5,11906,2667
"531","dpz831m",0.982,0.3125,96,0.0105,0.1474,0.1684,0.1263,0.0842,0.4632,NA,NA,NA,NA,NA,NA
"532","dpz831n",0.5929,0.0323,93,0.0108,0.2258,0.0968,0.0323,0.2151,0.4192,2017-05-17,NA,NA,NA,9793,14142
"533","dpz831p",0.807,0.0722,263,0.0114,0.1901,0.1103,0.0837,0.1559,0.4486,NA,NA,NA,NA,NA,NA
"534","dpz831q",0.5709,0.0138,217,0.0231,0.2315,0.0833,0.0602,0.0787,0.5232,2015-08-26,NA,NA,6,7345,2694
"535","dpz831r",0.7053,0.175,40,0.025,0.075,0.275,0.05,0.2,0.375,NA,NA,NA,NA,NA,NA
"536","dpz831s",0.8004,0.0968,62,0.0164,0.1967,0.2787,0.0656,0.2295,0.2131,NA,NA,NA,NA,NA,NA
"537","dpz831t",1.0528,0.0666,3408,0.0402,0.2132,0.1297,0.0437,0.0611,0.5121,2013-08-13,NA,NA,2,6624,5835
"538","dpz831u",0.9022,0.1,20,0.05,0.1,0.05,0.05,0.35,0.4,NA,NA,NA,2,NA,NA
"539","dpz831v",0.8731,0.0811,111,0.009,0.0541,0.009,0.0991,0.0901,0.7387,2017-06-14,NA,NA,NA,6802,9439
"540","dpz831w",0.984,0.0357,28,0.25,0,0.0714,0.0357,0.0714,0.5715,NA,NA,NA,NA,NA,NA
"541","dpz831x",1.8403,0.0323,31,0,0.2903,0.2581,0.0645,0.0968,0.2903,NA,NA,NA,NA,NA,NA
"542","dpz831y",1.0893,0.0973,113,0.0177,0.1593,0.0619,0.0354,0.0796,0.6461,2011-07-19,NA,NA,5,7737,6250
"543","dpz831z",1.3183,0.0658,76,0,0.2105,0.1447,0.0921,0.1579,0.3948,2010-01-11,NA,NA,NA,5219,773
"544","dpz8320",0.5737,0.0286,35,0.0286,0.0286,0.4,0.0286,0.1714,0.3428,NA,NA,NA,2,NA,NA
"545","dpz8321",3.4749,0.0067,149,0.047,0.1409,0.2081,0.0738,0.1409,0.3893,NA,NA,NA,2,NA,NA
"546","dpz8322",2.0904,0.0476,42,0,0.381,0.1905,0.0238,0.0238,0.3809,NA,NA,NA,NA,NA,NA
"547","dpz8323",0.5317,0.1061,66,0.0303,0.4545,0.0758,0.0152,0.1061,0.3181,NA,NA,NA,NA,NA,NA
"548","dpz8324",1.8106,0.0583,103,0,0.0777,0.2621,0.0485,0.301,0.3107,NA,NA,NA,NA,NA,NA
"549","dpz8325",0.5427,0.0104,16025,0.0314,0.1694,0.1964,0.0747,0.1534,0.3747,NA,NA,NA,NA,NA,NA
"550","dpz8326",1.0427,0.0938,128,0.0156,0,0.0781,0.0469,0.4375,0.4219,NA,NA,NA,NA,NA,NA
"551","dpz8327",0.6594,0.0512,8342,0.027,0.2118,0.1961,0.0704,0.1119,0.3828,NA,0.0229,8,NA,NA,NA
"552","dpz8328",0.9661,0.1212,66,0.0154,0.3231,0.0462,0.0154,0.0923,0.5076,NA,NA,NA,NA,NA,NA
"553","dpz8329",0.9536,0.3445,894,0.0171,0.2571,0.124,0.0171,0.041,0.5437,NA,NA,NA,NA,NA,NA
"554","dpz832b",2.1435,0.04,25,0,0,0.16,0,0.04,0.8,NA,NA,NA,NA,NA,NA
"555","dpz832c",0.8462,0.0313,7707,0.0223,0.1983,0.1349,0.0419,0.0964,0.5062,NA,NA,NA,NA,NA,NA
"556","dpz832d",0.6309,0.0638,188,0.0161,0.328,0.0645,0.043,0.0645,0.4839,NA,NA,NA,NA,NA,NA
"557","dpz832e",0.4973,0.0832,8591,0.0279,0.22,0.1769,0.0574,0.0967,0.4211,2015-07-08,0.0309,15,2,22600,8056
"558","dpz832f",0.8973,0.0075,266,0.0114,0.2624,0.1065,0.0418,0.0684,0.5095,NA,0.0089,3,NA,NA,NA
"559","dpz832g",0.6278,0.1561,6816,0.0381,0.2029,0.1809,0.0569,0.0816,0.4396,2016-09-17,0.0217,10,2,19268,4619
"560","dpz832h",0.5724,0.0099,55120,0.0338,0.1658,0.2535,0.0809,0.1665,0.2995,2012-10-06,NA,NA,NA,24526,854
"561","dpz832j",0.6395,0.0097,37335,0.0377,0.1691,0.253,0.0745,0.1575,0.3082,2008-04-22,NA,NA,7,7022,1604
"562","dpz832k",0.6491,0.0655,275,0.0293,0.2271,0.1392,0.0769,0.1868,0.3407,NA,0.0128,3,NA,NA,NA
"563","dpz832m",0.6213,0.0488,984,0.0123,0.2301,0.1585,0.0573,0.1227,0.4191,NA,NA,NA,NA,NA,NA
"564","dpz832n",1.0403,0.0492,61,0.0492,0.1967,0.2459,0.0656,0.0984,0.3442,NA,NA,NA,NA,NA,NA
"565","dpz832p",1.9815,0.0526,209,0.0144,0.2201,0.11,0.0431,0.1579,0.4545,NA,NA,NA,4,NA,NA
"566","dpz832q",0.8578,0.0542,1513,0.018,0.2193,0.1447,0.0587,0.118,0.4413,2011-05-02,NA,NA,3,6011,1034
"567","dpz832r",1.238,0.0139,26629,0.0337,0.1682,0.2088,0.0734,0.1451,0.3708,NA,NA,NA,NA,NA,NA
"568","dpz832s",0.5948,0.108,815,0.0185,0.2395,0.1815,0.0494,0.1062,0.4049,2009-12-16,0.0218,10,8,7773,709
"569","dpz832t",0.4964,0.0395,2788,0.0167,0.2274,0.1738,0.055,0.0999,0.4272,NA,NA,NA,NA,NA,NA
"570","dpz832u",0.5435,0.0446,224,0.0364,0.2182,0.1045,0.0455,0.1364,0.459,NA,NA,NA,NA,NA,NA
"571","dpz832v",0.8699,0.1227,269,0.0187,0.191,0.1573,0.1049,0.0936,0.4345,NA,0.0159,3,NA,NA,NA
"572","dpz832w",1.1409,0.0233,43,0,0.186,0.1163,0.0698,0.2558,0.3721,NA,NA,NA,NA,NA,NA
"573","dpz832x",0.8835,0.1971,5358,0.0147,0.2434,0.1325,0.0573,0.0767,0.4754,NA,NA,NA,NA,NA,NA
"574","dpz832y",0.7696,0.0568,88,0.046,0.2644,0.1724,0.0345,0.1724,0.3103,NA,NA,NA,NA,NA,NA
"575","dpz832z",0.5554,0.0714,56,0.0182,0.0727,0.1636,0.0909,0.2545,0.4001,NA,NA,NA,NA,NA,NA
"576","dpz8330",0.8248,0.0313,96,0,0.2083,0.0833,0.0521,0.2917,0.3646,NA,NA,NA,NA,NA,NA
"577","dpz8331",0.9441,0.0133,75,0.0133,0.16,0.12,0.04,0.3867,0.28,NA,NA,NA,NA,NA,NA
"578","dpz8332",0.5438,0.1471,1802,0.0129,0.2114,0.0705,0.0498,0.0721,0.5833,NA,NA,NA,7,NA,NA
"579","dpz8333",1.1605,0.0769,13,0,0,0.0769,0.0769,0.6923,0.1539,NA,NA,NA,NA,NA,NA
"580","dpz8334",2.6412,0.0222,45,0,0.0667,0.1556,0.0889,0.3556,0.3332,2015-05-15,NA,NA,NA,12364,538
"581","dpz8335",0.6204,0.0659,258,0.0078,0.3412,0.2039,0.0353,0.051,0.3608,NA,NA,NA,NA,NA,NA
"582","dpz8336",0.3714,0.1315,12559,0.0281,0.1968,0.1532,0.0674,0.0949,0.4596,2016-09-17,0.0149,7,2,17090,14705
"583","dpz8337",0.6436,0.1855,593,0.0051,0.1641,0.1337,0.0812,0.1574,0.4585,NA,NA,NA,NA,NA,NA
"584","dpz8338",0.9092,0.1473,292,0.0171,0.2637,0.0651,0.0548,0.137,0.4623,2009-07-30,0.0777,5,2,6505,1038
"585","dpz8339",0.9056,0.0182,55,0.0182,0.0909,0.5636,0.0909,0.0364,0.2,2016-09-17,0.0152,3,4,16256,7818
"586","dpz833b",1.1102,0.1159,164,0.0245,0.2699,0.0491,0.0613,0.1902,0.405,NA,NA,NA,11,NA,NA
"587","dpz833c",0.5606,0.0657,396,0.0152,0.1701,0.1015,0.0533,0.2107,0.4492,2016-09-17,0.0118,3,NA,14558,9693
"588","dpz833d",0.5051,0.0533,806,0.0288,0.2537,0.1462,0.0425,0.105,0.4238,NA,NA,NA,NA,NA,NA
"589","dpz833e",0.7105,0.0809,5139,0.0298,0.2268,0.094,0.0328,0.0514,0.5652,2015-08-18,0.06,6,2,10387,9463
"590","dpz833f",0.6308,0.0989,91,0,0.2308,0.1319,0.1319,0.1099,0.3955,NA,NA,NA,NA,NA,NA
"591","dpz833g",0.86,0.0241,249,0.0405,0.2429,0.1012,0.0688,0.0972,0.4494,2015-08-18,0.0285,5,6,9004,7477
"592","dpz833h",0.6033,0.0895,2906,0.0188,0.2397,0.1197,0.0483,0.1002,0.4733,NA,NA,NA,2,NA,NA
"593","dpz833j",0.4935,0.0562,1209,0.0217,0.2412,0.1394,0.0442,0.076,0.4775,2017-06-21,0.0204,3,4,15189,17689
"594","dpz833k",0.6382,0.0722,665,0.0166,0.2209,0.1528,0.0499,0.1362,0.4236,2015-06-22,0.0375,10,2,6090,7101
"595","dpz833m",0.606,0.0346,376,0.016,0.2453,0.1387,0.048,0.0907,0.4613,NA,NA,NA,2,NA,NA
"596","dpz833n",0.5465,0.0703,1963,0.0196,0.257,0.1092,0.0489,0.0875,0.4778,2015-04-20,NA,NA,NA,9921,13919
"597","dpz833p",0.5949,0.0526,38,0.1081,0.1081,0.1081,0.1081,0.027,0.5406,NA,NA,NA,NA,NA,NA
